PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
TN,27740,"Johnson City, TN",33-0000,Protective Service Occupations,major,"1,170",15.5,15.227,0.64,19.09,"39,700",2.6,10.78,13.45,17.6,22.4,28.8,"22,420","27,970","36,610","46,600","59,900",,
TN,27740,"Johnson City, TN",35-0000,Food Preparation and Serving Related Occupations,major,"8,530",2.9,110.647,1.2,9.65,"20,070",2.6,7.82,8.26,9,10.23,12.7,"16,270","17,190","18,710","21,270","26,410",,
TN,27740,"Johnson City, TN",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"1,680",6.9,21.781,0.7,12.94,"26,910",3.3,8.2,9.17,11.45,14.3,19.1,"17,050","19,080","23,820","29,740","39,730",,
TN,27740,"Johnson City, TN",39-0000,Personal Care and Service Occupations,major,"3,070",18,39.89,1.1,12.36,"25,710",5.2,8.03,8.81,10.44,13.49,20.99,"16,710","18,320","21,720","28,050","43,660",,
TN,27740,"Johnson City, TN",41-0000,Sales and Related Occupations,major,"8,010",3.7,103.892,1.02,14.58,"30,320",3.5,7.93,8.7,10.6,15.87,26.55,"16,500","18,100","22,040","33,010","55,230",,
TN,27740,"Johnson City, TN",43-0000,Office and Administrative Support Occupations,major,"13,480",5.1,174.924,1.14,14.96,"31,110",3,8.57,10.37,13.64,18.06,23.42,"17,820","21,570","28,370","37,560","48,710",,
TN,27740,"Johnson City, TN",45-0000,"Farming, Fishing, and Forestry Occupations",major,50,46.1,0.616,0.19,12.32,"25,620",7.7,9.65,10.19,11.08,11.98,18.52,"20,070","21,200","23,040","24,930","38,520",,
TN,27740,"Johnson City, TN",47-0000,Construction and Extraction Occupations,major,"1,780",8.1,23.107,0.57,17.33,"36,050",2.7,10.97,13.47,16.59,20.21,24.39,"22,810","28,020","34,510","42,030","50,720",,
TN,27740,"Johnson City, TN",49-0000,"Installation, Maintenance, and Repair Occupations",major,"2,610",6.6,33.867,0.87,19.24,"40,020",2.1,10.94,13.96,17.74,23.03,30.21,"22,750","29,030","36,900","47,900","62,840",,
TN,27740,"Johnson City, TN",51-0000,Production Occupations,major,"5,170",5.2,67.134,1.06,16.56,"34,430",2.6,9.95,12.24,15.71,18.64,24.63,"20,700","25,450","32,680","38,760","51,220",,
TN,27740,"Johnson City, TN",53-0000,Transportation and Material Moving Occupations,major,"4,110",8.7,53.373,0.76,14.5,"30,160",3.1,8.35,9.53,12.62,17.6,23.65,"17,360","19,820","26,260","36,620","49,190",,
TN,28700,"Kingsport-Bristol-Bristol, TN-VA",11-0000,Management Occupations,major,"5,070",5.1,43.545,0.85,45.94,"95,560",4.8,17.71,26.33,38.52,57.68,81.94,"36,830","54,780","80,110","119,980","170,430",,
TN,28700,"Kingsport-Bristol-Bristol, TN-VA",13-0000,Business and Financial Operations Occupations,major,"3,560",4.6,30.579,0.58,31.28,"65,070",4.5,16.63,21.91,28.34,37.01,50.25,"34,590","45,570","58,940","76,990","104,520",,
TN,28700,"Kingsport-Bristol-Bristol, TN-VA",15-0000,Computer and Mathematical Occupations,major,"1,450",4.9,12.473,0.42,35.26,"73,340",5.4,17.83,24.54,33.53,44.46,57.45,"37,090","51,040","69,740","92,470","119,500",,
TN,28700,"Kingsport-Bristol-Bristol, TN-VA",17-0000,Architecture and Engineering Occupations,major,"2,780",8.5,23.888,1.35,39.87,"82,930",6.5,20.77,28.34,38,49.04,64.34,"43,190","58,950","79,030","102,000","133,840",,
TN,28700,"Kingsport-Bristol-Bristol, TN-VA",19-0000,"Life, Physical, and Social Science Occupations",major,910,5.1,7.792,0.97,35.18,"73,170",4.9,17.88,23.61,29.53,43.37,61.64,"37,190","49,110","61,410","90,210","128,220",,
TN,28700,"Kingsport-Bristol-Bristol, TN-VA",21-0000,Community and Social Service Occupations,major,"1,720",7.1,14.742,1,19.93,"41,450",2.7,12.48,14.87,18.59,23.77,29.4,"25,960","30,920","38,670","49,430","61,140",,
TN,28700,"Kingsport-Bristol-Bristol, TN-VA",23-0000,Legal Occupations,major,560,15.8,4.805,0.63,41.89,"87,120",9.2,13.35,17.76,30.53,50.24,84.64,"27,770","36,950","63,510","104,490","176,050",,
TN,28700,"Kingsport-Bristol-Bristol, TN-VA",25-0000,"Education, Training, and Library Occupations",major,"6,340",14.3,54.455,0.89,21.44,"44,590",2.9,9.25,13.81,20.92,26.82,33.66,"19,230","28,720","43,520","55,780","70,020",,
TN,28700,"Kingsport-Bristol-Bristol, TN-VA",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,720,8.2,6.197,0.46,20.31,"42,240",3.1,10.06,12.71,17.33,24.86,34.07,"20,920","26,440","36,040","51,710","70,860",,
TN,28700,"Kingsport-Bristol-Bristol, TN-VA",29-0000,Healthcare Practitioners and Technical Occupations,major,"8,890",2.6,76.317,1.28,31.7,"65,930",3.3,13.41,17.73,23.58,33.27,60.2,"27,890","36,880","49,040","69,190","125,220",,
TN,28700,"Kingsport-Bristol-Bristol, TN-VA",31-0000,Healthcare Support Occupations,major,"3,700",6.7,31.786,1.1,14.03,"29,170",3.5,8.99,10.36,12.1,15.44,21.25,"18,690","21,550","25,160","32,120","44,190",,
TN,28700,"Kingsport-Bristol-Bristol, TN-VA",33-0000,Protective Service Occupations,major,"2,310",13.3,19.808,0.83,19.94,"41,470",2.7,9.82,14.33,18.5,24.71,30.74,"20,430","29,810","38,470","51,410","63,930",,
TN,28700,"Kingsport-Bristol-Bristol, TN-VA",35-0000,Food Preparation and Serving Related Occupations,major,"12,000",3.2,102.983,1.11,10.03,"20,870",1.2,7.88,8.39,9.24,10.92,13.38,"16,390","17,450","19,220","22,720","27,830",,
TN,28700,"Kingsport-Bristol-Bristol, TN-VA",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"3,010",4.9,25.807,0.83,11.56,"24,040",1.8,8.01,8.71,10.05,12.44,17.1,"16,660","18,110","20,910","25,870","35,570",,
TN,28700,"Kingsport-Bristol-Bristol, TN-VA",39-0000,Personal Care and Service Occupations,major,"2,570",8.9,22.024,0.61,11.38,"23,670",3.5,7.88,8.4,9.28,11.85,18.13,"16,390","17,480","19,300","24,650","37,710",,
TN,28700,"Kingsport-Bristol-Bristol, TN-VA",41-0000,Sales and Related Occupations,major,"12,650",5.8,108.61,1.07,15.17,"31,550",6.1,7.95,8.73,10.69,15.52,23.78,"16,530","18,170","22,230","32,280","49,470",,
TN,28700,"Kingsport-Bristol-Bristol, TN-VA",43-0000,Office and Administrative Support Occupations,major,"16,890",4.4,144.966,0.94,15.62,"32,480",1.5,8.87,10.71,14.03,18.72,25.81,"18,440","22,270","29,190","38,930","53,680",,
TN,28700,"Kingsport-Bristol-Bristol, TN-VA",45-0000,"Farming, Fishing, and Forestry Occupations",major,150,10.2,1.305,0.4,13.83,"28,760",10.3,8.37,9.82,12.39,14.75,25.07,"17,410","20,430","25,780","30,680","52,140",,
TN,28700,"Kingsport-Bristol-Bristol, TN-VA",47-0000,Construction and Extraction Occupations,major,"5,080",16.6,43.557,1.08,19.26,"40,050",2.1,11.44,14.07,18.14,23.63,29.04,"23,790","29,270","37,730","49,140","60,410",,
TN,28700,"Kingsport-Bristol-Bristol, TN-VA",49-0000,"Installation, Maintenance, and Repair Occupations",major,"6,320",4.4,54.241,1.4,21.72,"45,170",2.9,11.36,14.97,21,27.74,33.02,"23,630","31,130","43,680","57,690","68,670",,
TN,28700,"Kingsport-Bristol-Bristol, TN-VA",51-0000,Production Occupations,major,"11,740",6.9,100.738,1.59,19.65,"40,880",6.7,10.92,13.57,17.84,25.28,30.02,"22,710","28,220","37,100","52,580","62,430",,
TN,28700,"Kingsport-Bristol-Bristol, TN-VA",53-0000,Transportation and Material Moving Occupations,major,"8,080",6.1,69.377,0.99,15.54,"32,320",2.3,8.68,10.51,13.85,18.42,25.66,"18,060","21,860","28,810","38,320","53,370",,
TN,28940,"Knoxville, TN",11-0000,Management Occupations,major,"21,830",2.7,57.417,1.12,47.52,"98,850",1.5,18.45,26.72,39.83,60.05,85.81,"38,370","55,570","82,840","124,910","178,490",,
TN,28940,"Knoxville, TN",13-0000,Business and Financial Operations Occupations,major,"15,130",3.7,39.777,0.76,30.74,"63,930",1.8,14.8,19.82,27.49,37.59,50.16,"30,780","41,220","57,190","78,190","104,320",,
TN,28940,"Knoxville, TN",15-0000,Computer and Mathematical Occupations,major,"8,130",4.4,21.37,0.71,33.95,"70,610",2,16.54,22.5,32.04,44.01,54.55,"34,400","46,810","66,640","91,550","113,460",,
TN,28940,"Knoxville, TN",17-0000,Architecture and Engineering Occupations,major,"8,510",3.4,22.374,1.27,41.71,"86,760",3.2,19.55,26.81,38.41,53.07,68.58,"40,660","55,760","79,900","110,390","142,650",,
TN,28940,"Knoxville, TN",19-0000,"Life, Physical, and Social Science Occupations",major,"3,360",6.6,8.845,1.1,33.94,"70,590",5.5,16.03,20.7,28.39,42.56,61.1,"33,350","43,050","59,050","88,520","127,080",,
TN,28940,"Knoxville, TN",21-0000,Community and Social Service Occupations,major,"4,600",4.9,12.093,0.82,18.41,"38,290",2.6,10.38,13.36,17.8,22.79,27.87,"21,590","27,780","37,030","47,410","57,980",,
TN,28940,"Knoxville, TN",23-0000,Legal Occupations,major,"2,170",8.1,5.696,0.74,46.65,"97,030",10,13.55,20.2,33.93,57.71,#,"28,180","42,010","70,580","120,030",#,,
TN,28940,"Knoxville, TN",25-0000,"Education, Training, and Library Occupations",major,"19,320",4.3,50.813,0.83,22.76,"47,350",5.2,8.83,13.82,21.68,27.61,35.45,"18,360","28,750","45,080","57,430","73,730",,
TN,28940,"Knoxville, TN",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"3,920",8.3,10.31,0.76,23.3,"48,470",4,10.37,13.15,18.88,28.78,40.85,"21,560","27,350","39,260","59,860","84,960",,
TN,28940,"Knoxville, TN",29-0000,Healthcare Practitioners and Technical Occupations,major,"25,320",2.3,66.578,1.12,32.32,"67,220",3,13.81,18.23,25.67,36.65,57.39,"28,720","37,920","53,390","76,220","119,370",,
TN,28940,"Knoxville, TN",31-0000,Healthcare Support Occupations,major,"10,050",3.9,26.436,0.92,13.79,"28,680",2.1,9.12,10.39,12.41,15.94,20.4,"18,980","21,620","25,810","33,160","42,420",,
TN,28940,"Knoxville, TN",33-0000,Protective Service Occupations,major,"7,800",4.5,20.522,0.86,19.76,"41,110",3.3,10.03,13.27,17.75,24.88,30.95,"20,870","27,600","36,920","51,750","64,380",,
TN,28940,"Knoxville, TN",35-0000,Food Preparation and Serving Related Occupations,major,"35,050",2.6,92.183,1,10.02,"20,840",1.1,7.85,8.34,9.15,10.92,13.71,"16,330","17,340","19,020","22,710","28,520",,
TN,28940,"Knoxville, TN",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"14,510",3.3,38.165,1.23,11.8,"24,550",3.7,8.02,8.83,10.49,13.38,18.08,"16,670","18,360","21,830","27,830","37,610",,
TN,28940,"Knoxville, TN",39-0000,Personal Care and Service Occupations,major,"10,370",5,27.273,0.75,11.32,"23,540",2.8,7.97,8.58,9.65,11.88,17.67,"16,570","17,850","20,070","24,710","36,740",,
TN,28940,"Knoxville, TN",41-0000,Sales and Related Occupations,major,"41,700",2.9,109.656,1.08,16.49,"34,300",2.4,8.05,8.99,11.45,18.58,31.25,"16,740","18,700","23,810","38,640","65,000",,
TN,28940,"Knoxville, TN",43-0000,Office and Administrative Support Occupations,major,"63,440",2.2,166.819,1.08,16.73,"34,800",0.8,9.7,11.92,15,19.69,26.32,"20,170","24,790","31,190","40,960","54,750",,
TN,28940,"Knoxville, TN",45-0000,"Farming, Fishing, and Forestry Occupations",major,580,34.9,1.537,0.47,14.37,"29,900",5.4,8.77,10.53,14.24,17.7,19.92,"18,250","21,900","29,610","36,820","41,440",,
TN,28940,"Knoxville, TN",47-0000,Construction and Extraction Occupations,major,"13,160",4.3,34.613,0.86,19.78,"41,150",1.9,11.46,13.99,17.76,23.73,32.68,"23,840","29,100","36,950","49,350","67,970",,
TN,28940,"Knoxville, TN",49-0000,"Installation, Maintenance, and Repair Occupations",major,"16,510",3.7,43.415,1.12,21.2,"44,090",1.3,11.58,14.94,19.8,26.47,32.58,"24,090","31,070","41,180","55,060","67,780",,
TN,28940,"Knoxville, TN",51-0000,Production Occupations,major,"26,270",2.9,69.083,1.09,18.08,"37,610",2.9,9.64,12.08,16.11,22.02,29.9,"20,050","25,120","33,510","45,800","62,200",,
TN,28940,"Knoxville, TN",53-0000,Transportation and Material Moving Occupations,major,"28,530",4.1,75.022,1.07,16.22,"33,730",1.9,8.77,10.48,14.33,19.88,27.25,"18,240","21,800","29,810","41,340","56,680",,
TN,32820,"Memphis, TN-MS-AR",11-0000,Management Occupations,major,"33,460",2.1,54.144,1.06,48.58,"101,040",1.4,18.57,27.8,40.67,59.61,88.6,"38,630","57,820","84,600","123,990","184,290",,
TN,32820,"Memphis, TN-MS-AR",13-0000,Business and Financial Operations Occupations,major,"24,280",2.9,39.289,0.75,31.62,"65,770",1.4,16.31,21.42,28.69,37.63,48.33,"33,930","44,560","59,680","78,260","100,520",,
TN,32820,"Memphis, TN-MS-AR",15-0000,Computer and Mathematical Occupations,major,"10,180",4.6,16.48,0.55,34.18,"71,090",2.3,16.09,23.04,32.27,43.73,54.62,"33,460","47,920","67,120","90,970","113,620",,
TN,32820,"Memphis, TN-MS-AR",17-0000,Architecture and Engineering Occupations,major,"5,960",5.7,9.638,0.55,34.73,"72,240",2.3,17.91,23.23,32.73,44.02,55.65,"37,260","48,310","68,070","91,560","115,740",,
TN,32820,"Memphis, TN-MS-AR",19-0000,"Life, Physical, and Social Science Occupations",major,"3,080",5.4,4.99,0.62,32.53,"67,670",3.9,15.97,20.83,28.94,37.96,50.13,"33,210","43,330","60,200","78,960","104,260",,
TN,32820,"Memphis, TN-MS-AR",21-0000,Community and Social Service Occupations,major,"6,530",6.3,10.565,0.72,21.08,"43,840",2.4,11.28,15.29,20.36,25.83,32.46,"23,470","31,800","42,350","53,730","67,520",,
TN,32820,"Memphis, TN-MS-AR",23-0000,Legal Occupations,major,"3,110",5.5,5.025,0.65,48.23,"100,310",6.6,15.31,23.11,36.18,60.84,98.92,"31,840","48,060","75,250","126,550","205,760",,
TN,32820,"Memphis, TN-MS-AR",25-0000,"Education, Training, and Library Occupations",major,"32,870",2.2,53.187,0.87,25.19,"52,380",5.2,10.32,16.39,23.98,29.68,37.02,"21,460","34,090","49,870","61,730","77,000",,
TN,32820,"Memphis, TN-MS-AR",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"5,050",8.7,8.166,0.6,22.85,"47,520",5.4,8.6,11.3,18.61,27.05,38.09,"17,880","23,500","38,710","56,270","79,230",,
TN,32820,"Memphis, TN-MS-AR",29-0000,Healthcare Practitioners and Technical Occupations,major,"38,200",2.3,61.82,1.04,36.24,"75,380",3.2,15.93,21.2,28.94,38.57,60.68,"33,130","44,100","60,200","80,220","126,220",,
TN,32820,"Memphis, TN-MS-AR",31-0000,Healthcare Support Occupations,major,"14,110",5.4,22.835,0.79,14.21,"29,570",2.1,9.16,10.81,13.29,16.27,20.32,"19,050","22,490","27,640","33,850","42,270",,
TN,32820,"Memphis, TN-MS-AR",33-0000,Protective Service Occupations,major,"19,970",5,32.321,1.35,18.65,"38,790",7.2,8.91,10.82,15.53,24.98,30.51,"18,530","22,500","32,300","51,970","63,450",,
TN,32820,"Memphis, TN-MS-AR",35-0000,Food Preparation and Serving Related Occupations,major,"52,570",1.9,85.058,0.92,10.21,"21,230",1.2,7.9,8.41,9.21,11.05,14.23,"16,420","17,490","19,160","22,980","29,590",,
TN,32820,"Memphis, TN-MS-AR",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"16,350",5.2,26.465,0.85,12.79,"26,600",1.9,8.4,9.51,11.46,14.31,18.92,"17,470","19,790","23,840","29,760","39,350",,
TN,32820,"Memphis, TN-MS-AR",39-0000,Personal Care and Service Occupations,major,"17,270",5.3,27.95,0.77,11.5,"23,920",2.2,7.95,8.57,9.56,12.35,17.56,"16,530","17,820","19,880","25,690","36,520",,
TN,32820,"Memphis, TN-MS-AR",41-0000,Sales and Related Occupations,major,"59,410",2.8,96.135,0.94,18.66,"38,810",2.4,8.18,9.27,12.3,21.15,35.62,"17,020","19,280","25,580","43,980","74,100",,
TN,32820,"Memphis, TN-MS-AR",43-0000,Office and Administrative Support Occupations,major,"105,740",2,171.103,1.11,17.29,"35,970",1.1,9.8,12.01,15.66,20.54,27.52,"20,390","24,990","32,570","42,730","57,240",,
TN,32820,"Memphis, TN-MS-AR",45-0000,"Farming, Fishing, and Forestry Occupations",major,870,20.6,1.402,0.42,15.05,"31,310",3,9.82,11.53,13.79,17.7,22.28,"20,420","23,980","28,670","36,820","46,350",,
TN,32820,"Memphis, TN-MS-AR",47-0000,Construction and Extraction Occupations,major,"19,960",3.5,32.295,0.8,19.13,"39,780",2.6,11.02,14.01,17.68,23.4,29.52,"22,920","29,140","36,780","48,670","61,390",,
TN,32820,"Memphis, TN-MS-AR",49-0000,"Installation, Maintenance, and Repair Occupations",major,"24,530",3.5,39.696,1.02,21.87,"45,490",1.3,11.88,15.18,20.23,27.55,34.55,"24,720","31,580","42,070","57,300","71,860",,
TN,32820,"Memphis, TN-MS-AR",51-0000,Production Occupations,major,"36,890",5.7,59.686,0.94,16.27,"33,850",2.4,9.16,11.15,14.73,19.46,25.58,"19,060","23,190","30,630","40,480","53,200",,
TN,32820,"Memphis, TN-MS-AR",53-0000,Transportation and Material Moving Occupations,major,"87,600",3.4,141.752,2.03,16.28,"33,860",1.8,9.17,11.06,14.43,19.01,26.15,"19,080","23,000","30,020","39,530","54,390",,
TN,34100,"Morristown, TN",11-0000,Management Occupations,major,"1,780",5.3,41.665,0.82,37.99,"79,020",3.5,13.82,21.09,31.65,43.99,67.32,"28,750","43,860","65,830","91,490","140,020",,
TN,34100,"Morristown, TN",13-0000,Business and Financial Operations Occupations,major,650,6.2,15.171,0.29,27.97,"58,180",5.6,13.77,17.88,24.66,31.33,41.96,"28,640","37,200","51,290","65,160","87,270",,
TN,34100,"Morristown, TN",15-0000,Computer and Mathematical Occupations,major,250,4.6,5.902,0.2,27.42,"57,020",5.2,16.42,20.02,25.76,33.09,42.62,"34,150","41,630","53,590","68,820","88,650",,
TN,34100,"Morristown, TN",17-0000,Architecture and Engineering Occupations,major,880,6.3,20.668,1.17,23.23,"48,310",6.4,15.48,17.07,19.82,27.81,37.36,"32,190","35,500","41,220","57,840","77,700",,
TN,34100,"Morristown, TN",19-0000,"Life, Physical, and Social Science Occupations",major,70,4.4,1.637,0.2,33.73,"70,160",1.9,16.99,21.2,30.51,41.65,49.51,"35,330","44,100","63,470","86,630","102,980",,
TN,34100,"Morristown, TN",21-0000,Community and Social Service Occupations,major,410,4.2,9.482,0.64,18.31,"38,090",2.2,12.24,14.12,18.06,22.16,24.96,"25,450","29,370","37,570","46,100","51,910",,
TN,34100,"Morristown, TN",23-0000,Legal Occupations,major,100,23.9,2.334,0.3,35.59,"74,020",8.5,18.22,23.44,28.45,45.72,68.21,"37,900","48,760","59,170","95,090","141,870",,
TN,34100,"Morristown, TN",25-0000,"Education, Training, and Library Occupations",major,"2,690",6.7,63.057,1.03,21.19,"44,080",4.1,8.69,15.47,21.7,27.41,33.02,"18,080","32,170","45,130","57,010","68,690",,
TN,34100,"Morristown, TN",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,190,10.3,4.561,0.34,18.77,"39,030",7.3,8.97,11.09,14.51,21.93,32.33,"18,650","23,060","30,180","45,620","67,240",,
TN,34100,"Morristown, TN",29-0000,Healthcare Practitioners and Technical Occupations,major,"2,340",4.1,54.759,0.92,27.73,"57,670",3.5,12.78,16.49,22.29,29.92,48.36,"26,590","34,290","46,360","62,240","100,580",,
TN,34100,"Morristown, TN",31-0000,Healthcare Support Occupations,major,970,6.8,22.717,0.79,14.29,"29,720",4.8,9.34,10.43,11.97,14.73,21.89,"19,430","21,700","24,900","30,640","45,530",,
TN,34100,"Morristown, TN",33-0000,Protective Service Occupations,major,780,1.3,18.334,0.77,16.61,"34,550",4.5,10.25,12.44,14.97,18.67,25.52,"21,310","25,870","31,150","38,830","53,080",,
TN,34100,"Morristown, TN",35-0000,Food Preparation and Serving Related Occupations,major,"4,050",5,94.935,1.03,9.99,"20,770",2.9,7.85,8.31,9.09,10.57,13.37,"16,320","17,290","18,900","21,990","27,810",,
TN,34100,"Morristown, TN",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"1,010",12.6,23.551,0.76,12.48,"25,950",3.9,8.14,9.1,11,14.26,19.44,"16,940","18,940","22,880","29,660","40,430",,
TN,34100,"Morristown, TN",39-0000,Personal Care and Service Occupations,major,900,19.7,20.989,0.58,10.82,"22,500",4.2,7.91,8.45,9.36,11.4,15.52,"16,450","17,580","19,480","23,710","32,280",,
TN,34100,"Morristown, TN",41-0000,Sales and Related Occupations,major,"3,830",5.4,89.677,0.88,14.83,"30,840",3.2,8,8.87,11.01,16.63,27.78,"16,640","18,450","22,890","34,580","57,780",,
TN,34100,"Morristown, TN",43-0000,Office and Administrative Support Occupations,major,"6,150",7.9,143.879,0.93,14.85,"30,890",1.6,8.85,10.66,13.55,17.68,22.77,"18,410","22,180","28,180","36,770","47,360",,
TN,34100,"Morristown, TN",45-0000,"Farming, Fishing, and Forestry Occupations",major,50,35.9,1.213,0.37,14.27,"29,690",14.1,8.33,9.86,12.21,19.55,22.82,"17,320","20,510","25,390","40,670","47,470",,
TN,34100,"Morristown, TN",47-0000,Construction and Extraction Occupations,major,"1,870",6.3,43.793,1.09,17.17,"35,710",2.4,10.94,13.01,15.94,18.95,25.22,"22,740","27,060","33,160","39,410","52,460",,
TN,34100,"Morristown, TN",49-0000,"Installation, Maintenance, and Repair Occupations",major,"1,990",6.8,46.57,1.2,19.52,"40,600",2.8,10.84,14.36,18.39,23.55,30.44,"22,540","29,870","38,240","48,990","63,310",,
TN,34100,"Morristown, TN",51-0000,Production Occupations,major,"7,350",10.6,172.189,2.72,15.51,"32,260",2.4,9.51,11.15,14.56,18.68,23.19,"19,770","23,190","30,280","38,850","48,240",,
TN,34100,"Morristown, TN",53-0000,Transportation and Material Moving Occupations,major,"4,400",8,102.914,1.47,17.46,"36,310",7.5,8.85,10.71,16.02,23.95,29.15,"18,410","22,280","33,330","49,820","60,640",,
TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",11-0000,Management Occupations,major,"60,630",1.9,64.448,1.26,50.4,"104,830",1.7,20.7,28.66,41.92,61.53,91.36,"43,050","59,620","87,190","127,990","190,030",,
TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",13-0000,Business and Financial Operations Occupations,major,"52,030",4.7,55.301,1.05,32.39,"67,370",1.5,16.84,21.69,28.79,38.19,50.41,"35,020","45,120","59,870","79,430","104,840",,
TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",15-0000,Computer and Mathematical Occupations,major,"25,060",4.3,26.634,0.89,37.46,"77,920",1.3,20.06,26.3,35.52,46.81,57.61,"41,730","54,710","73,880","97,370","119,840",,
TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",17-0000,Architecture and Engineering Occupations,major,"12,170",4.4,12.94,0.73,35.78,"74,420",1.8,19.5,24.76,33.34,44.14,55.21,"40,560","51,500","69,340","91,820","114,840",,
TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",19-0000,"Life, Physical, and Social Science Occupations",major,"5,420",7.6,5.763,0.72,29.61,"61,590",3.2,15.02,19.34,26.07,34.64,46.76,"31,240","40,220","54,220","72,040","97,250",,
TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",21-0000,Community and Social Service Occupations,major,"8,800",3.1,9.356,0.64,21.07,"43,830",2.1,12.01,15.67,20.27,25.51,31.92,"24,990","32,590","42,150","53,070","66,400",,
TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",23-0000,Legal Occupations,major,"5,240",5.4,5.566,0.72,44.24,"92,010",4.5,18.57,24.59,32.83,55.33,82.75,"38,620","51,160","68,290","115,090","172,120",,
TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",25-0000,"Education, Training, and Library Occupations",major,"45,250",3,48.093,0.79,22.77,"47,360",3.7,9.81,14.75,21.7,27.76,34.9,"20,400","30,690","45,130","57,750","72,590",,
TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"14,000",4.8,14.885,1.1,27.95,"58,130",4.1,10.21,15.34,21.89,30.68,46.39,"21,240","31,920","45,540","63,810","96,490",,
TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",29-0000,Healthcare Practitioners and Technical Occupations,major,"62,890",5.7,66.844,1.12,35.87,"74,610",3.3,15.25,20.43,28,37.94,64.07,"31,710","42,490","58,240","78,910","133,270",,
TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",31-0000,Healthcare Support Occupations,major,"22,000",5.7,23.387,0.81,14.61,"30,400",1.6,9.56,11.13,13.5,16.99,21.47,"19,890","23,160","28,090","35,340","44,660",,
TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",33-0000,Protective Service Occupations,major,"20,940",4.5,22.258,0.93,17.46,"36,310",5.8,8.87,11.05,15.06,21.51,29.3,"18,440","22,970","31,330","44,730","60,950",,
TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",35-0000,Food Preparation and Serving Related Occupations,major,"90,070",1.6,95.742,1.03,10.78,"22,420",1.2,7.91,8.48,9.46,12.02,15.37,"16,460","17,640","19,670","24,990","31,960",,
TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"23,030",4.8,24.475,0.79,12.46,"25,920",1.7,8.35,9.48,11.61,14.33,17.8,"17,380","19,720","24,160","29,810","37,020",,
TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",39-0000,Personal Care and Service Occupations,major,"23,220",4,24.68,0.68,12.4,"25,790",2.4,8.07,8.87,10.45,13.29,20.09,"16,790","18,440","21,740","27,650","41,790",,
TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",41-0000,Sales and Related Occupations,major,"91,030",2.8,96.76,0.95,19.16,"39,850",2.7,8.3,9.57,12.98,21.81,35.28,"17,260","19,910","26,990","45,360","73,370",,
TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",43-0000,Office and Administrative Support Occupations,major,"158,940",1.9,168.941,1.1,18.05,"37,540",0.9,10.09,12.95,16.66,21.59,28.15,"20,990","26,930","34,650","44,900","58,560",,
TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",45-0000,"Farming, Fishing, and Forestry Occupations",major,460,15,0.49,0.15,15.78,"32,820",5.4,9.11,10.71,13.91,19.07,25.24,"18,940","22,280","28,940","39,660","52,490",,
TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",47-0000,Construction and Extraction Occupations,major,"29,830",3.9,31.707,0.79,20.23,"42,080",1.6,12.55,15.02,18.72,23.89,30.41,"26,110","31,240","38,950","49,690","63,250",,
TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",49-0000,"Installation, Maintenance, and Repair Occupations",major,"39,740",3.2,42.241,1.09,22.51,"46,810",1.8,13.09,16.34,21.24,27.76,34.56,"27,220","33,980","44,180","57,740","71,880",,
